0,ATKMSG_M_000,!,2,-1,54,1620,0,"-1
0
0
-1
0"
2437,ATKMSG_Y_609,The wild {tag:0} used Nuzzle!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2438,ATKMSG_E_609,The opposing {tag:0} used Nuzzle!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2439,ATKMSG_T_609,{tag:0}’s {tag:1} used Nuzzle!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2440,ATKMSG_M_610,{tag:0} used Hold Back!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2441,ATKMSG_Y_610,The wild {tag:0} used Hold Back!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2442,ATKMSG_E_610,The opposing {tag:0} used Hold Back!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2443,ATKMSG_T_610,{tag:0}’s {tag:1} used Hold Back!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2444,ATKMSG_M_611,{tag:0} used Infestation!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2445,ATKMSG_Y_611,The wild {tag:0} used Infestation!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2446,ATKMSG_E_611,The opposing {tag:0} used Infestation!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2447,ATKMSG_T_611,{tag:0}’s {tag:1} used Infestation!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2448,ATKMSG_M_612,{tag:0} used Power-Up Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2449,ATKMSG_Y_612,The wild {tag:0} used Power-Up Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2450,ATKMSG_E_612,The opposing {tag:0} used Power-Up Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2451,ATKMSG_T_612,{tag:0}’s {tag:1} used Power-Up Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2452,ATKMSG_M_613,{tag:0} used Oblivion Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2453,ATKMSG_Y_613,The wild {tag:0} used Oblivion Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2454,ATKMSG_E_613,The opposing {tag:0} used Oblivion Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2455,ATKMSG_T_613,{tag:0}’s {tag:1} used Oblivion Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2456,ATKMSG_M_614,{tag:0} used Thousand Arrows!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2457,ATKMSG_Y_614,The wild {tag:0} used Thousand Arrows!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2458,ATKMSG_E_614,The opposing {tag:0} used Thousand Arrows!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2459,ATKMSG_T_614,{tag:0}’s {tag:1} used Thousand Arrows!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2460,ATKMSG_M_615,{tag:0} used Thousand Waves!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2461,ATKMSG_Y_615,The wild {tag:0} used Thousand Waves!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2462,ATKMSG_E_615,The opposing {tag:0} used Thousand Waves!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2463,ATKMSG_T_615,{tag:0}’s {tag:1} used Thousand Waves!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2464,ATKMSG_M_616,{tag:0} used Land's Wrath!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2465,ATKMSG_Y_616,The wild {tag:0} used Land's Wrath!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2466,ATKMSG_E_616,The opposing {tag:0} used Land's Wrath!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2467,ATKMSG_T_616,{tag:0}’s {tag:1} used Land's Wrath!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2468,ATKMSG_M_617,{tag:0} used Light of Ruin!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2469,ATKMSG_Y_617,The wild {tag:0} used Light of Ruin!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2470,ATKMSG_E_617,The opposing {tag:0} used Light of Ruin!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2471,ATKMSG_T_617,{tag:0}’s {tag:1} used Light of Ruin!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2472,ATKMSG_M_618,{tag:0} used Origin Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2473,ATKMSG_Y_618,The wild {tag:0} used Origin Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2474,ATKMSG_E_618,The opposing {tag:0} used Origin Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2475,ATKMSG_T_618,{tag:0}’s {tag:1} used Origin Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2476,ATKMSG_M_619,{tag:0} used Precipice Blades!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2477,ATKMSG_Y_619,The wild {tag:0} used Precipice Blades!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2478,ATKMSG_E_619,The opposing {tag:0} used Precipice Blades!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2479,ATKMSG_T_619,{tag:0}’s {tag:1} used Precipice Blades!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2480,ATKMSG_M_620,{tag:0} used Dragon Ascent!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2481,ATKMSG_Y_620,The wild {tag:0} used Dragon Ascent!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2482,ATKMSG_E_620,The opposing {tag:0} used Dragon Ascent!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2483,ATKMSG_T_620,{tag:0}’s {tag:1} used Dragon Ascent!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2484,ATKMSG_M_621,{tag:0} used Hyperspace Fury!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2485,ATKMSG_Y_621,The wild {tag:0} used Hyperspace Fury!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2486,ATKMSG_E_621,The opposing {tag:0} used Hyperspace Fury!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2487,ATKMSG_T_621,{tag:0}’s {tag:1} used Hyperspace Fury!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2488,ATKMSG_M_622,{tag:0} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2489,ATKMSG_Y_622,The wild {tag:0} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2490,ATKMSG_E_622,The opposing {tag:0} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2491,ATKMSG_T_622,{tag:0}’s {tag:1} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2492,ATKMSG_M_623,{tag:0} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2493,ATKMSG_Y_623,The wild {tag:0} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2494,ATKMSG_E_623,The opposing {tag:0} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2495,ATKMSG_T_623,{tag:0}’s {tag:1} used Breakneck Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2496,ATKMSG_M_624,{tag:0} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2497,ATKMSG_Y_624,The wild {tag:0} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2498,ATKMSG_E_624,The opposing {tag:0} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2499,ATKMSG_T_624,{tag:0}’s {tag:1} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2500,ATKMSG_M_625,{tag:0} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2501,ATKMSG_Y_625,The wild {tag:0} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2502,ATKMSG_E_625,The opposing {tag:0} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2503,ATKMSG_T_625,{tag:0}’s {tag:1} used All-Out Pummeling!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2504,ATKMSG_M_626,{tag:0} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2505,ATKMSG_Y_626,The wild {tag:0} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2506,ATKMSG_E_626,The opposing {tag:0} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2507,ATKMSG_T_626,{tag:0}’s {tag:1} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2508,ATKMSG_M_627,{tag:0} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2509,ATKMSG_Y_627,The wild {tag:0} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2510,ATKMSG_E_627,The opposing {tag:0} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2511,ATKMSG_T_627,{tag:0}’s {tag:1} used Supersonic Skystrike!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2512,ATKMSG_M_628,{tag:0} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2513,ATKMSG_Y_628,The wild {tag:0} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2514,ATKMSG_E_628,The opposing {tag:0} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2515,ATKMSG_T_628,{tag:0}’s {tag:1} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2516,ATKMSG_M_629,{tag:0} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2517,ATKMSG_Y_629,The wild {tag:0} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2518,ATKMSG_E_629,The opposing {tag:0} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2519,ATKMSG_T_629,{tag:0}’s {tag:1} used Acid Downpour!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2520,ATKMSG_M_630,{tag:0} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2521,ATKMSG_Y_630,The wild {tag:0} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2522,ATKMSG_E_630,The opposing {tag:0} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2523,ATKMSG_T_630,{tag:0}’s {tag:1} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2524,ATKMSG_M_631,{tag:0} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2525,ATKMSG_Y_631,The wild {tag:0} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2526,ATKMSG_E_631,The opposing {tag:0} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2527,ATKMSG_T_631,{tag:0}’s {tag:1} used Tectonic Rage!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2528,ATKMSG_M_632,{tag:0} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2529,ATKMSG_Y_632,The wild {tag:0} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2530,ATKMSG_E_632,The opposing {tag:0} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2531,ATKMSG_T_632,{tag:0}’s {tag:1} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2532,ATKMSG_M_633,{tag:0} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2533,ATKMSG_Y_633,The wild {tag:0} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2534,ATKMSG_E_633,The opposing {tag:0} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2535,ATKMSG_T_633,{tag:0}’s {tag:1} used Continental Crush!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2536,ATKMSG_M_634,{tag:0} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2537,ATKMSG_Y_634,The wild {tag:0} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2538,ATKMSG_E_634,The opposing {tag:0} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2539,ATKMSG_T_634,{tag:0}’s {tag:1} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2540,ATKMSG_M_635,{tag:0} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2541,ATKMSG_Y_635,The wild {tag:0} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2542,ATKMSG_E_635,The opposing {tag:0} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2543,ATKMSG_T_635,{tag:0}’s {tag:1} used Savage Spin-Out!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2544,ATKMSG_M_636,{tag:0} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2545,ATKMSG_Y_636,The wild {tag:0} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2546,ATKMSG_E_636,The opposing {tag:0} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2547,ATKMSG_T_636,{tag:0}’s {tag:1} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2548,ATKMSG_M_637,{tag:0} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2549,ATKMSG_Y_637,The wild {tag:0} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2550,ATKMSG_E_637,The opposing {tag:0} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2551,ATKMSG_T_637,{tag:0}’s {tag:1} used Never-Ending Nightmare!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2552,ATKMSG_M_638,{tag:0} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2553,ATKMSG_Y_638,The wild {tag:0} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2554,ATKMSG_E_638,The opposing {tag:0} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2555,ATKMSG_T_638,{tag:0}’s {tag:1} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2556,ATKMSG_M_639,{tag:0} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2557,ATKMSG_Y_639,The wild {tag:0} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2558,ATKMSG_E_639,The opposing {tag:0} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2559,ATKMSG_T_639,{tag:0}’s {tag:1} used Corkscrew Crash!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2560,ATKMSG_M_640,{tag:0} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2561,ATKMSG_Y_640,The wild {tag:0} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2562,ATKMSG_E_640,The opposing {tag:0} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2563,ATKMSG_T_640,{tag:0}’s {tag:1} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2564,ATKMSG_M_641,{tag:0} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2565,ATKMSG_Y_641,The wild {tag:0} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2566,ATKMSG_E_641,The opposing {tag:0} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2567,ATKMSG_T_641,{tag:0}’s {tag:1} used Inferno Overdrive!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2568,ATKMSG_M_642,{tag:0} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2569,ATKMSG_Y_642,The wild {tag:0} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2570,ATKMSG_E_642,The opposing {tag:0} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2571,ATKMSG_T_642,{tag:0}’s {tag:1} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2572,ATKMSG_M_643,{tag:0} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2573,ATKMSG_Y_643,The wild {tag:0} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2574,ATKMSG_E_643,The opposing {tag:0} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2575,ATKMSG_T_643,{tag:0}’s {tag:1} used Hydro Vortex!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2576,ATKMSG_M_644,{tag:0} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2577,ATKMSG_Y_644,The wild {tag:0} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2578,ATKMSG_E_644,The opposing {tag:0} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2579,ATKMSG_T_644,{tag:0}’s {tag:1} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2580,ATKMSG_M_645,{tag:0} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2581,ATKMSG_Y_645,The wild {tag:0} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2582,ATKMSG_E_645,The opposing {tag:0} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2583,ATKMSG_T_645,{tag:0}’s {tag:1} used Bloom Doom!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2584,ATKMSG_M_646,{tag:0} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2585,ATKMSG_Y_646,The wild {tag:0} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2586,ATKMSG_E_646,The opposing {tag:0} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2587,ATKMSG_T_646,{tag:0}’s {tag:1} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2588,ATKMSG_M_647,{tag:0} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2589,ATKMSG_Y_647,The wild {tag:0} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2590,ATKMSG_E_647,The opposing {tag:0} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2591,ATKMSG_T_647,{tag:0}’s {tag:1} used Gigavolt Havoc!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2592,ATKMSG_M_648,{tag:0} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2593,ATKMSG_Y_648,The wild {tag:0} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2594,ATKMSG_E_648,The opposing {tag:0} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2595,ATKMSG_T_648,{tag:0}’s {tag:1} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2596,ATKMSG_M_649,{tag:0} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2597,ATKMSG_Y_649,The wild {tag:0} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2598,ATKMSG_E_649,The opposing {tag:0} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2599,ATKMSG_T_649,{tag:0}’s {tag:1} used Shattered Psyche!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2600,ATKMSG_M_650,{tag:0} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2601,ATKMSG_Y_650,The wild {tag:0} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2602,ATKMSG_E_650,The opposing {tag:0} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2603,ATKMSG_T_650,{tag:0}’s {tag:1} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2604,ATKMSG_M_651,{tag:0} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2605,ATKMSG_Y_651,The wild {tag:0} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2606,ATKMSG_E_651,The opposing {tag:0} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2607,ATKMSG_T_651,{tag:0}’s {tag:1} used Subzero Slammer!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2608,ATKMSG_M_652,{tag:0} used Devastating Drake!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2609,ATKMSG_Y_652,The wild {tag:0} used Devastating Drake!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2610,ATKMSG_E_652,The opposing {tag:0} used Devastating Drake!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2611,ATKMSG_T_652,{tag:0}’s {tag:1} used Devastating Drake!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
2612,ATKMSG_M_653,{tag:0} used Devastating Drake!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
2613,ATKMSG_Y_653,The wild {tag:0} used Devastating Drake!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
